,Facility,Year,Media Type,Chemical,Releases (lb),Parent_Company
4555,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Cyclohexane,620.0,MARATHON PETROLEUM CORP
4556,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Ethylbenzene,502.0,MARATHON PETROLEUM CORP
4557,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,"Trimethylbenzene, 1,2,4-",481.0,MARATHON PETROLEUM CORP
4558,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Cumene,123.0,MARATHON PETROLEUM CORP
4559,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Naphthalene,109.0,MARATHON PETROLEUM CORP
4560,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,Polycyclic aromatic compounds,0.55,MARATHON PETROLEUM CORP
4561,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2011,Air,"Benzo(g,h,i)perylene",0.193,MARATHON PETROLEUM CORP
4573,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Toluene,3212.65,MARATHON PETROLEUM CORP
4574,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Xylene (mixed isomers),2573.85,MARATHON PETROLEUM CORP
4575,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,"Hexane, n-",1163.81,MARATHON PETROLEUM CORP
4576,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Benzene,910.52,MARATHON PETROLEUM CORP
4577,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Cyclohexane,625.51,MARATHON PETROLEUM CORP
4578,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Ethylbenzene,506.29,MARATHON PETROLEUM CORP
4579,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,"Trimethylbenzene, 1,2,4-",483.58,MARATHON PETROLEUM CORP
4580,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Cumene,124.31,MARATHON PETROLEUM CORP
4581,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Naphthalene,110.27,MARATHON PETROLEUM CORP
4582,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,Polycyclic aromatic compounds,2.24,MARATHON PETROLEUM CORP
4583,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2012,Air,"Benzo(g,h,i)perylene",0.153,MARATHON PETROLEUM CORP
4586,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Toluene,2853.46,MARATHON PETROLEUM CORP
4587,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Xylene (mixed isomers),2218.39,MARATHON PETROLEUM CORP
4588,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,"Hexane, n-",1073.33,MARATHON PETROLEUM CORP
4589,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Benzene,829.37,MARATHON PETROLEUM CORP
4590,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Cyclohexane,602.86,MARATHON PETROLEUM CORP
4591,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Ethylbenzene,454.48,MARATHON PETROLEUM CORP
4592,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,"Trimethylbenzene, 1,2,4-",432.21,MARATHON PETROLEUM CORP
4593,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Cumene,111.2,MARATHON PETROLEUM CORP
4594,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Naphthalene,95.89,MARATHON PETROLEUM CORP
4595,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,Polycyclic aromatic compounds,2.13,MARATHON PETROLEUM CORP
4596,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2013,Air,"Benzo(g,h,i)perylene",0.133,MARATHON PETROLEUM CORP
4608,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Toluene,4732.37,MARATHON PETROLEUM CORP
4609,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Xylene (mixed isomers),3727.060000000001,MARATHON PETROLEUM CORP
4610,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,"Hexane, n-",1457.92,MARATHON PETROLEUM CORP
4611,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Benzene,1209.79,MARATHON PETROLEUM CORP
4612,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Cyclohexane,793.07,MARATHON PETROLEUM CORP
4613,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Ethylbenzene,756.12,MARATHON PETROLEUM CORP
4614,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,"Trimethylbenzene, 1,2,4-",733.46,MARATHON PETROLEUM CORP
4615,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Cumene,186.65,MARATHON PETROLEUM CORP
4616,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Naphthalene,170.89,MARATHON PETROLEUM CORP
4617,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,Polycyclic aromatic compounds,2.25,MARATHON PETROLEUM CORP
4618,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2014,Air,"Benzo(g,h,i)perylene",0.15,MARATHON PETROLEUM CORP
4621,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Toluene,3517.38,MARATHON PETROLEUM CORP
4622,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Xylene (mixed isomers),2631.03,MARATHON PETROLEUM CORP
4623,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,"Hexane, n-",1204.43,MARATHON PETROLEUM CORP
4624,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Benzene,963.04,MARATHON PETROLEUM CORP
4625,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Cyclohexane,582.0,MARATHON PETROLEUM CORP
4626,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Ethylbenzene,535.76,MARATHON PETROLEUM CORP
4627,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,"Trimethylbenzene, 1,2,4-",513.48,MARATHON PETROLEUM CORP
4628,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Cumene,130.9,MARATHON PETROLEUM CORP
4629,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Naphthalene,121.3,MARATHON PETROLEUM CORP
4630,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,Polycyclic aromatic compounds,1.02,MARATHON PETROLEUM CORP
4631,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2015,Air,"Benzo(g,h,i)perylene",0.15,MARATHON PETROLEUM CORP
4642,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Toluene,2182.4,MARATHON PETROLEUM CORP
4643,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,"Hexane, n-",1184.4,MARATHON PETROLEUM CORP
4644,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Xylene (mixed isomers),1060.7,MARATHON PETROLEUM CORP
4645,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Benzene,682.3,MARATHON PETROLEUM CORP
4646,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Cyclohexane,398.8,MARATHON PETROLEUM CORP
4647,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Ethylbenzene,259.8,MARATHON PETROLEUM CORP
4648,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,"Trimethylbenzene, 1,2,4-",251.9,MARATHON PETROLEUM CORP
4649,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Naphthalene,7.5,MARATHON PETROLEUM CORP
4650,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Lead and lead compounds,0.04,MARATHON PETROLEUM CORP
4651,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,"Benzo(g,h,i)perylene",0.0,MARATHON PETROLEUM CORP
4652,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2018,Air,Polycyclic aromatic compounds,0.0,MARATHON PETROLEUM CORP
4686,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Toluene,940.0,MARATHON PETROLEUM CORP
4687,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Xylene (mixed isomers),640.0,MARATHON PETROLEUM CORP
4688,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,"Hexane, n-",316.0,MARATHON PETROLEUM CORP
4689,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,"Trimethylbenzene, 1,2,4-",226.0,MARATHON PETROLEUM CORP
4690,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Benzene,211.0,MARATHON PETROLEUM CORP
4691,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Ethylbenzene,111.0,MARATHON PETROLEUM CORP
4692,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Cyclohexane,96.0,MARATHON PETROLEUM CORP
4693,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Cumene,12.0,MARATHON PETROLEUM CORP
4694,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Naphthalene,6.0,MARATHON PETROLEUM CORP
4695,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,"Benzo(g,h,i)perylene",0.0,MARATHON PETROLEUM CORP
4696,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Lead and lead compounds,0.0,MARATHON PETROLEUM CORP
4697,TESORO LOGISTICS GP LLC-ANCHORAGE TERMINAL - 99501MPCLS1076O,2019,Air,Polycyclic aromatic compounds,0.0,MARATHON PETROLEUM CORP
4723,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,Xylene (mixed isomers),7591.0,NA
4724,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,Benzene,4551.0,NA
4725,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,Ethylbenzene,2108.0,NA
4726,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,"Hexane, n-",1725.0,NA
4727,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,"Trimethylbenzene, 1,2,4-",1409.4,NA
4728,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,Toluene,1170.0,NA
4729,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,Cyclohexane,689.0,NA
4730,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,Naphthalene,173.9,NA
4731,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2015,Air,Lead and lead compounds,0.0,NA
4750,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,Xylene (mixed isomers),6028.0,NA
4751,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,Benzene,4589.0,NA
4752,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,Ethylbenzene,2099.0,NA
4753,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,"Hexane, n-",1731.0,NA
4754,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,Toluene,1140.0,NA
4755,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,"Trimethylbenzene, 1,2,4-",1107.0,NA
4756,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,Cyclohexane,678.0,NA
4757,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2016,Air,Naphthalene,152.9,NA
4774,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,Xylene (mixed isomers),6007.0,NA
4775,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,Benzene,4559.0,NA
4776,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,Ethylbenzene,2096.2,NA
4777,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,"Hexane, n-",1638.0,NA
4778,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,"Trimethylbenzene, 1,2,4-",1105.9,NA
4779,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,Toluene,1078.0,NA
4780,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,Cyclohexane,642.0,NA
4781,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2018,Air,Naphthalene,152.8,NA
4798,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,Xylene (mixed isomers),5950.0,NA
4799,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,Benzene,4460.0,NA
4800,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,Ethylbenzene,2087.1,NA
4801,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,"Hexane, n-",1319.0,NA
4802,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,"Trimethylbenzene, 1,2,4-",1105.1,NA
4803,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,Toluene,869.0,NA
4804,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,Cyclohexane,517.0,NA
4805,DELTA WESTERN LLC JUNEAU BULK FACILITY - 9980WJNXXX12MTR,2019,Air,Naphthalene,152.6,NA
4822,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2015,Air,Benzene,2863.0,ARCTIC SLOPE REGIONAL CORP
4823,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2015,Air,"Hexane, n-",1837.0,ARCTIC SLOPE REGIONAL CORP
4824,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2015,Air,Polycyclic aromatic compounds,1395.0,ARCTIC SLOPE REGIONAL CORP
4825,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2015,Air,Xylene (mixed isomers),979.0,ARCTIC SLOPE REGIONAL CORP
4826,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2015,Air,Ethylbenzene,264.0,ARCTIC SLOPE REGIONAL CORP
4827,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2015,Air,Naphthalene,6.56,ARCTIC SLOPE REGIONAL CORP
4828,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2015,Air,Mercury and mercury compounds,1.51,ARCTIC SLOPE REGIONAL CORP
4833,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2016,Air,Benzene,1881.0,ARCTIC SLOPE REGIONAL CORP
4834,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2016,Air,"Hexane, n-",1439.0,ARCTIC SLOPE REGIONAL CORP
4835,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2016,Air,Polycyclic aromatic compounds,1339.0,ARCTIC SLOPE REGIONAL CORP
4836,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2016,Air,Xylene (mixed isomers),641.0,ARCTIC SLOPE REGIONAL CORP
4837,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2016,Air,Ethylbenzene,173.0,ARCTIC SLOPE REGIONAL CORP
4838,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2016,Air,Naphthalene,5.71,ARCTIC SLOPE REGIONAL CORP
4839,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2016,Air,Mercury and mercury compounds,1.44,ARCTIC SLOPE REGIONAL CORP
4844,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2017,Air,Benzene,6531.0,ARCTIC SLOPE REGIONAL CORP
4845,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2017,Air,"Hexane, n-",3022.0,ARCTIC SLOPE REGIONAL CORP
4846,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2017,Air,Xylene (mixed isomers),2242.0,ARCTIC SLOPE REGIONAL CORP
4847,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2017,Air,Polycyclic aromatic compounds,1321.0,ARCTIC SLOPE REGIONAL CORP
4848,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2017,Air,Ethylbenzene,604.0,ARCTIC SLOPE REGIONAL CORP
4849,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2017,Air,Naphthalene,8.8,ARCTIC SLOPE REGIONAL CORP
4850,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2017,Air,Mercury and mercury compounds,1.45,ARCTIC SLOPE REGIONAL CORP
4855,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2018,Air,Benzene,6551.0,ARCTIC SLOPE REGIONAL CORP
4856,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2018,Air,"Hexane, n-",3078.0,ARCTIC SLOPE REGIONAL CORP
4857,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2018,Air,Xylene (mixed isomers),2248.0,ARCTIC SLOPE REGIONAL CORP
4858,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2018,Air,Polycyclic aromatic compounds,1367.0,ARCTIC SLOPE REGIONAL CORP
4859,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2018,Air,Ethylbenzene,606.0,ARCTIC SLOPE REGIONAL CORP
4860,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2018,Air,Naphthalene,8.78,ARCTIC SLOPE REGIONAL CORP
4861,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2018,Air,Mercury and mercury compounds,1.44,ARCTIC SLOPE REGIONAL CORP
4868,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2019,Air,Xylene (mixed isomers),4292.0,ARCTIC SLOPE REGIONAL CORP
4869,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2019,Air,Polycyclic aromatic compounds,1527.0,ARCTIC SLOPE REGIONAL CORP
4870,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2019,Air,"Hexane, n-",677.0,ARCTIC SLOPE REGIONAL CORP
4871,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2019,Air,Ethylbenzene,166.0,ARCTIC SLOPE REGIONAL CORP
4872,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2019,Air,Benzene,128.0,ARCTIC SLOPE REGIONAL CORP
4873,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2019,Air,Naphthalene,27.42,ARCTIC SLOPE REGIONAL CORP
4874,PETRO STAR VALDEZ REFINERY - 99686PTRST25MIL,2019,Air,Mercury and mercury compounds,1.5,ARCTIC SLOPE REGIONAL CORP
4881,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2007,Air,Ammonia,10200.0,TRIDENT SEAFOODS CORP
4882,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2008,Air,Ammonia,13600.0,TRIDENT SEAFOODS CORP
4883,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2009,Air,Ammonia,3400.0,TRIDENT SEAFOODS CORP
4884,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2010,Air,Ammonia,3600.0,TRIDENT SEAFOODS CORP
4885,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2011,Air,Ammonia,3200.0,TRIDENT SEAFOODS CORP
4886,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2012,Air,Ammonia,3350.0,TRIDENT SEAFOODS CORP
4887,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2013,Air,Ammonia,3540.0,TRIDENT SEAFOODS CORP
4888,TRIDENT SEAFOODS CORP AKUTAN SHORE PLANT - 99553TRDNTAKUTA,2014,Air,Ammonia,3700.0,TRIDENT SEAFOODS CORP
4889,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2007,Air,Toluene,5040.0,NA
4890,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2007,Air,Xylene (mixed isomers),2380.0,NA
4891,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2007,Air,Ethylbenzene,820.0,NA
4892,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2007,Air,"Trimethylbenzene, 1,2,4-",180.0,NA
4905,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2008,Air,Toluene,5620.0,NA
4906,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2008,Air,Xylene (mixed isomers),1925.0,NA
4907,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2008,Air,Ethylbenzene,820.0,NA
4908,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2008,Air,"Trimethylbenzene, 1,2,4-",180.0,NA
4921,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2009,Air,Xylene (mixed isomers),1558.0,NA
4922,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2009,Air,"Trimethylbenzene, 1,2,4-",220.0,NA
4929,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2010,Air,Toluene,2830.0,NA
4930,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2010,Air,Xylene (mixed isomers),1059.0,NA
4931,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2010,Air,"Trimethylbenzene, 1,2,4-",4.0,NA
4941,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2011,Air,Toluene,2830.0,NA
4942,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2011,Air,Xylene (mixed isomers),1059.0,NA
4943,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2011,Air,"Trimethylbenzene, 1,2,4-",4.0,NA
4953,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2012,Air,Toluene,2683.0,NA
4954,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2012,Air,Xylene (mixed isomers),1487.0,NA
4955,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2012,Air,Ethylbenzene,470.0,NA
4956,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2012,Air,Naphthalene,96.0,NA
4957,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2012,Air,"Trimethylbenzene, 1,2,4-",86.0,NA
4973,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2013,Air,Toluene,2518.0,NA
4974,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2013,Air,Xylene (mixed isomers),1065.0,NA
4975,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2013,Air,Ethylbenzene,336.0,NA
4976,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2013,Air,Naphthalene,97.0,NA
4977,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2013,Air,"Trimethylbenzene, 1,2,4-",7.0,NA
4993,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2014,Air,Xylene (mixed isomers),1437.0,NA
4994,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2014,Air,Naphthalene,93.0,NA
4995,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2014,Air,"Trimethylbenzene, 1,2,4-",10.12,NA
5004,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2015,Air,Xylene (mixed isomers),1483.0,NA
5005,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2015,Air,Naphthalene,105.0,NA
5006,US DOD USAF EARECKSON AIR STATION - 99506SRFRCEAREC,2015,Air,"Trimethylbenzene, 1,2,4-",1.24,NA
5014,PETROSTAR INC - PORT OF ALASKA TERMINAL - 99501TSRLS1522P,2007,Air,Benzene,1000.0,PETRO STAR INC
5015,PETROSTAR INC - PORT OF ALASKA TERMINAL - 99501TSRLS1522P,2007,Air,"Hexane, n-",1000.0,PETRO STAR INC
5016,PETROSTAR INC - PORT OF ALASKA TERMINAL - 99501TSRLS1522P,2007,Air,Toluene,1000.0,PETRO STAR INC
5017,PETROSTAR INC - PORT OF ALASKA TERMINAL - 99501TSRLS1522P,2007,Air,Cyclohexane,500.0,PETRO STAR INC
